User_ID,Age,Gender,Daily_Usage_Hours,Phone_Usage_Before_Sleep,Anxiety_Without_Phone,Checks_Per_Hour,Impact_On_Daily_Life,Time_Without_Checking_Phone_Min,Smartphone_Addiction
USR_01908,30,Female,4.6,Moderate,High,7,Moderate,38,0
USR_01909,29,Male,1.4,Low,High,9,Moderate,50,0
USR_01910,26,Female,5.1,Moderate,Low,6,High,175,-1
USR_01911,27,Male,5.9,Low,High,10,High,134,0
USR_01912,28,Female,5.7,High,High,7,Low,168,0
USR_01913,23,Female,4.3,High,High,8,High,74,-1
USR_01914,33,Female,5.2,High,Moderate,7,High,40,0
USR_01915,16,Female,3.9,None,None,4,Moderate,154,0
USR_01916,30,Female,3.1,Low,High,8,High,73,0
USR_01917,23,Female,7.2,Moderate,Moderate,6,Moderate,170,0
USR_01918,26,Male,5.7,Moderate,High,9,Moderate,109,0
USR_01919,27,Female,5.2,Moderate,Moderate,5,High,58,0
USR_01920,27,Male,4.4,None,Moderate,15,High,154,0
USR_01921,19,Female,5.1,Low,High,6,High,116,0
USR_01922,31,Male,5.9,Moderate,High,5,Moderate,207,0
USR_01923,19,Male,9.3,Moderate,Low,9,None,111,0
USR_01924,20,Female,6.9,High,High,4,Moderate,163,1
USR_01925,20,Male,4.0,Moderate,Moderate,9,Moderate,57,1
USR_01926,23,Male,4.1,High,Moderate,5,Moderate,121,0
USR_01927,25,Female,3.7,High,High,10,Low,110,0
USR_01928,32,Female,5.1,Low,Moderate,6,Low,97,0
USR_01929,24,Female,3.7,Moderate,Low,6,High,63,0
USR_01930,34,Male,6.5,None,Moderate,9,High,101,0
USR_01931,29,Female,0.5,High,High,2,Low,90,0
USR_01932,23,Male,6.7,Moderate,Moderate,7,Moderate,181,-1
USR_01933,24,Female,6.1,High,Moderate,7,High,31,0
USR_01934,26,Female,8.3,High,Moderate,8,High,76,0
USR_01935,16,Female,7.4,High,Moderate,7,High,126,0
USR_01936,29,Male,4.0,High,High,2,Low,189,0
USR_01937,20,Male,7.2,High,Moderate,6,Moderate,138,0
USR_01938,29,Male,5.1,High,Moderate,8,Moderate,178,0
USR_01939,19,Male,1.2,High,High,6,Moderate,29,1
USR_01940,16,Male,5.8,Moderate,Moderate,10,High,102,-1
USR_01941,34,Female,4.1,High,High,15,High,141,1
USR_01942,23,Male,5.5,Moderate,High,7,Moderate,68,0
USR_01943,30,Female,9.1,Low,None,8,High,232,1
USR_01944,30,Male,6.0,Moderate,High,5,High,163,0
USR_01945,24,Female,3.3,None,High,4,High,151,0
USR_01946,24,Female,7.6,Moderate,Moderate,3,Low,117,0
USR_01947,25,Male,6.3,Moderate,None,6,High,69,0
USR_01948,24,Male,3.0,High,None,9,Moderate,220,0
USR_01949,18,Female,2.0,Low,Moderate,7,Low,102,0
USR_01950,26,Male,3.3,Low,High,4,High,149,0
USR_01951,21,Female,7.3,High,None,11,High,38,0
USR_01952,17,Female,4.8,High,Moderate,14,Low,231,-1
USR_01953,22,Female,5.7,High,High,6,Moderate,168,0
USR_01954,33,Male,2.6,Moderate,Low,9,Low,145,0
USR_01955,17,Female,7.4,High,Moderate,7,High,63,-1
USR_01956,32,Female,1.1,Moderate,High,5,None,93,0
USR_01957,26,Female,4.1,High,Low,4,High,80,1
USR_01958,27,Male,6.4,Low,Moderate,8,None,153,0
USR_01959,34,Female,3.0,High,High,8,None,105,0
USR_01960,22,Female,6.9,High,High,9,Moderate,114,1
USR_01961,21,Female,3.6,Moderate,Moderate,8,Moderate,234,1
USR_01962,16,Male,2.8,High,High,10,Low,197,0
USR_01963,32,Female,8.3,High,High,4,High,10,1
USR_01964,26,Male,5.8,High,Moderate,6,Moderate,113,0
USR_01965,33,Female,6.6,Moderate,Low,7,None,15,0
USR_01966,32,Female,7.7,None,Moderate,6,High,84,0
USR_01967,22,Female,0.5,Low,Low,6,None,154,0
USR_01968,32,Female,6.9,Moderate,Low,9,Low,143,0
USR_01969,24,Male,3.8,High,Moderate,5,Low,169,0
USR_01970,32,Other,4.1,Moderate,High,5,High,30,-1
USR_01971,23,Male,6.5,Moderate,Low,9,High,189,1
USR_01972,32,Female,4.7,High,Moderate,9,None,158,0
USR_01973,22,Female,6.8,High,High,6,High,110,0
USR_01974,16,Female,5.4,High,High,6,Moderate,153,0
USR_01975,28,Male,5.9,Low,Low,6,Low,189,0
USR_01976,34,Female,4.4,High,High,7,High,158,0
USR_01977,34,Female,3.2,Low,High,5,Moderate,19,0
USR_01978,32,Male,3.9,High,Moderate,4,High,107,0
USR_01979,28,Female,5.3,High,Low,5,Moderate,195,0
USR_01980,31,Male,9.5,High,Moderate,7,High,167,0
USR_01981,23,Male,8.7,Moderate,High,8,Moderate,143,1
USR_01982,34,Male,4.1,High,High,17,Low,205,0
USR_01983,33,Male,5.6,High,Moderate,5,High,110,0
USR_01984,16,Female,4.9,High,High,5,Moderate,219,0
USR_01985,29,Male,5.8,High,Moderate,8,Moderate,72,0
USR_01986,34,Male,6.1,High,High,8,High,226,-1
USR_01987,30,Male,6.7,None,None,6,Moderate,224,0
USR_01988,33,Female,0.5,Moderate,Moderate,7,Low,93,0
USR_01989,17,Female,6.3,Moderate,High,11,None,218,0
USR_01990,32,Male,4.6,High,Low,8,High,221,0
USR_01991,33,Male,3.9,High,High,9,Low,222,0
USR_01992,21,Female,7.2,High,High,5,Moderate,182,0
USR_01993,34,Male,8.7,Moderate,Low,2,None,33,0
USR_01994,19,Female,7.0,Moderate,High,2,High,68,1
USR_01995,16,Male,4.4,High,Moderate,7,Low,173,0
USR_01996,23,Female,3.1,Low,High,8,None,100,0
USR_01997,22,Male,0.5,Moderate,High,4,None,158,0
USR_01998,18,Female,5.9,High,High,4,Moderate,32,0
USR_01999,25,Male,6.8,High,Moderate,9,High,88,0
USR_02000,25,Other,5.3,Moderate,Moderate,9,Moderate,180,0
USR_02001,34,Male,7.6,Low,High,5,High,198,0
USR_02002,29,Female,2.6,High,High,6,Moderate,27,0
USR_02003,17,Male,5.1,High,None,5,Moderate,43,0
USR_02004,16,Male,4.9,Moderate,None,8,High,73,1
USR_02005,33,Female,5.3,High,Moderate,5,High,25,0
USR_02006,22,Male,8.1,Moderate,Low,6,High,124,0
USR_02007,23,Female,5.3,Moderate,Low,8,High,90,0
USR_02008,16,Female,4.9,High,High,8,Moderate,181,0
USR_02009,18,Female,3.4,High,High,7,High,207,0
USR_02010,23,Male,8.4,Moderate,High,13,Low,98,0
USR_02011,30,Female,2.4,High,Low,8,Moderate,96,1
USR_02012,20,Male,4.3,High,Low,4,Low,168,0
USR_02013,18,Female,9.2,Low,Moderate,11,High,85,0
USR_02014,34,Female,6.5,High,High,12,Low,89,0
USR_02015,16,Female,5.5,Moderate,Moderate,6,None,169,0
USR_02016,30,Female,5.5,High,Low,8,Moderate,232,0
USR_02017,23,Female,3.4,Moderate,Low,12,High,131,1
USR_02018,17,Male,5.3,High,High,11,Moderate,221,0
USR_02019,18,Female,4.7,None,Moderate,7,Moderate,92,1
USR_02020,29,Male,5.9,Moderate,High,7,High,98,0
USR_02021,29,Female,2.2,High,Moderate,6,None,132,0
USR_02022,26,Female,6.4,High,Moderate,6,Moderate,46,0
USR_02023,31,Female,7.7,High,High,6,Low,194,0
USR_02024,19,Male,5.1,Moderate,Low,13,Moderate,103,0
USR_02025,20,Female,6.9,Low,High,15,High,217,1
USR_02026,29,Male,6.2,Moderate,Low,7,High,138,1
USR_02027,31,Male,4.2,High,High,6,High,217,0
USR_02028,33,Male,3.2,Moderate,Moderate,14,None,140,1
USR_02029,22,Male,3.5,High,None,10,Moderate,73,0
USR_02030,25,Male,6.1,Low,High,11,Low,44,0
USR_02031,22,Female,5.4,Moderate,Moderate,4,None,142,0
USR_02032,16,Male,8.3,High,Moderate,4,High,35,1
USR_02033,34,Male,7.2,High,High,7,High,34,-1
USR_02034,31,Female,7.2,Low,Moderate,11,None,183,0
USR_02035,34,Male,6.1,Low,Low,9,Moderate,89,0
USR_02036,19,Female,3.4,High,None,9,Moderate,168,0
USR_02037,33,Female,6.2,High,Low,11,Moderate,65,1
USR_02038,17,Female,5.6,Moderate,Moderate,7,Low,31,0
USR_02039,16,Female,3.0,High,Moderate,7,Moderate,234,0
USR_02040,30,Female,8.2,High,Low,10,Low,39,1
USR_02041,20,Female,7.9,High,Moderate,4,None,64,0
USR_02042,26,Male,3.0,High,High,7,Moderate,36,-1
USR_02043,25,Female,4.1,Moderate,Moderate,7,Moderate,94,0
USR_02044,17,Male,4.3,None,Low,12,Moderate,136,0
USR_02045,18,Female,6.8,Moderate,Moderate,7,High,95,0
USR_02046,27,Male,6.6,High,Moderate,7,Moderate,104,0
USR_02047,20,Female,5.6,Moderate,High,8,High,233,0
USR_02048,20,Male,6.1,Moderate,None,9,None,31,1
USR_02049,21,Female,2.7,High,Moderate,6,Moderate,51,0
USR_02050,24,Male,6.3,None,Moderate,9,None,138,0
USR_02051,17,Female,5.3,High,High,9,High,214,0
USR_02052,27,Female,4.0,None,High,5,None,30,0
USR_02053,18,Male,2.1,High,Low,7,Moderate,28,0
USR_02054,27,Female,5.6,Moderate,None,9,Low,203,0
USR_02055,32,Female,6.3,High,High,6,High,123,0
USR_02056,25,Female,1.8,Moderate,High,8,Moderate,48,-1
USR_02057,29,Male,5.5,High,High,7,Moderate,146,0
USR_02058,32,Male,5.8,Low,High,7,Moderate,145,0
USR_02059,33,Male,4.3,Low,High,8,High,158,0
USR_02060,34,Male,6.3,Low,Low,8,None,47,1
USR_02061,32,Female,5.2,Moderate,None,12,High,47,0
USR_02062,29,Male,6.1,Low,High,6,High,70,0
USR_02063,24,Female,6.7,High,Moderate,6,High,114,0
USR_02064,23,Male,6.7,Moderate,High,4,None,115,0
USR_02065,17,Female,7.7,Moderate,High,6,Moderate,219,0
USR_02066,28,Female,6.2,Moderate,High,7,Moderate,160,0
USR_02067,22,Female,4.5,Moderate,Moderate,10,Moderate,5,0
USR_02068,24,Male,4.1,High,High,8,Low,228,0
USR_02069,26,Male,3.2,High,Moderate,7,High,144,0
USR_02070,29,Male,5.8,None,High,5,High,114,1
USR_02071,19,Male,8.4,Moderate,High,7,High,182,0
USR_02072,28,Male,4.7,High,High,10,Moderate,185,0
USR_02073,17,Male,6.5,Low,Low,3,Moderate,64,0
USR_02074,20,Male,3.8,None,Moderate,6,Moderate,187,0
USR_02075,26,Female,5.9,High,Low,12,Low,167,0
USR_02076,21,Male,8.3,Low,Moderate,8,High,193,1
USR_02077,33,Female,7.0,None,High,9,High,30,-1
USR_02078,25,Male,2.0,None,Moderate,5,High,163,0
USR_02079,19,Female,6.8,None,High,10,High,61,1
USR_02080,24,Female,6.9,Moderate,Moderate,11,High,144,0
USR_02081,21,Female,5.9,High,High,10,Moderate,225,0
USR_02082,17,Female,7.0,High,High,8,Moderate,137,1
USR_02083,32,Male,3.7,High,Moderate,6,Low,231,0
USR_02084,20,Female,5.6,High,Moderate,8,Moderate,139,0
USR_02085,21,Male,7.9,High,None,5,High,148,0
USR_02086,27,Male,7.7,High,High,8,Moderate,228,0
USR_02087,25,Female,6.7,High,Moderate,11,Moderate,56,1
USR_02088,21,Female,3.6,High,High,13,Low,85,0
USR_02089,23,Male,3.2,Low,None,6,Low,153,0
USR_02090,17,Female,5.8,High,Moderate,5,Moderate,31,0
USR_02091,27,Female,5.9,Moderate,Moderate,7,Moderate,236,1
USR_02092,28,Male,5.3,Moderate,High,7,High,115,1
USR_02093,22,Male,3.7,High,Low,9,Moderate,120,0
USR_02094,25,Male,6.5,None,High,5,None,83,0
USR_02095,28,Male,5.7,Moderate,Moderate,8,Moderate,27,1
USR_02096,32,Male,6.1,High,Low,9,High,131,0
USR_02097,29,Male,6.8,High,None,8,Moderate,204,0
USR_02098,17,Male,4.9,High,Moderate,5,None,29,0
USR_02099,26,Female,4.4,High,Low,7,High,143,0
USR_02100,16,Female,7.9,High,High,11,Moderate,67,-1
USR_02101,34,Other,3.8,Moderate,Low,8,High,189,0
USR_02102,19,Male,4.5,Low,Moderate,8,High,89,0
USR_02103,34,Female,8.2,Moderate,Moderate,8,Moderate,186,0
USR_02104,26,Female,4.3,High,Low,10,Moderate,123,0
USR_02105,23,Female,5.3,High,Low,7,High,14,-1
USR_02106,26,Male,4.6,High,High,13,Moderate,182,0
USR_02107,19,Female,1.6,High,Low,13,Moderate,205,1
USR_02108,32,Male,5.2,High,High,10,High,116,0
USR_02109,22,Male,3.3,Low,Low,7,None,133,0
USR_02110,23,Female,6.1,High,Moderate,5,High,218,0
USR_02111,18,Female,7.9,Low,High,6,Moderate,74,0
USR_02112,17,Male,0.6,High,Moderate,6,High,162,0
USR_02113,30,Female,4.6,None,Moderate,8,Moderate,59,1
USR_02114,20,Female,6.5,Moderate,Moderate,8,Moderate,102,0
USR_02115,16,Female,0.7,Moderate,High,7,Moderate,209,0
USR_02116,19,Female,8.4,High,High,8,Low,90,1
USR_02117,30,Male,6.3,Low,Low,6,Low,138,1
USR_02118,34,Other,7.9,Low,High,7,Moderate,109,0
USR_02119,18,Female,4.3,Moderate,Moderate,7,High,28,0
USR_02120,26,Male,4.5,Moderate,Moderate,7,Moderate,89,1
USR_02121,32,Female,5.1,Moderate,High,3,Moderate,107,1
USR_02122,28,Female,10.2,High,Moderate,9,High,219,0
USR_02123,26,Female,8.4,Moderate,Moderate,10,High,137,1
USR_02124,17,Female,5.8,Low,Moderate,12,High,139,0
USR_02125,24,Female,6.1,High,High,10,High,135,0
USR_02126,17,Female,6.9,High,Moderate,9,Moderate,145,1
USR_02127,24,Female,10.8,High,High,4,Low,186,0
USR_02128,24,Female,6.3,Moderate,Low,3,Moderate,195,0
USR_02129,23,Male,5.6,High,High,6,None,80,0
USR_02130,32,Female,4.8,High,None,10,High,138,0
USR_02131,16,Male,6.0,High,Moderate,13,High,102,0
USR_02132,26,Female,4.2,Low,Low,8,Moderate,211,0
USR_02133,23,Female,6.6,High,Moderate,7,Low,51,0
USR_02134,25,Female,2.3,Moderate,High,9,Moderate,214,0
USR_02135,22,Female,4.9,High,None,3,Moderate,59,0
USR_02136,18,Female,7.1,Low,High,12,Low,53,0
USR_02137,18,Male,6.3,None,High,11,Moderate,189,0
USR_02138,33,Female,4.5,High,High,10,Low,7,1
USR_02139,20,Male,5.0,High,None,10,Low,26,0
USR_02140,27,Male,7.8,Low,Moderate,11,High,39,0
USR_02141,27,Male,2.8,High,Moderate,6,Low,32,-1
USR_02142,34,Female,2.8,High,Moderate,7,High,237,1
USR_02143,21,Female,3.5,Low,Moderate,6,None,174,0
USR_02144,17,Female,5.5,None,Low,9,High,144,0
USR_02145,27,Male,2.5,Moderate,Moderate,4,Moderate,133,0
USR_02146,34,Female,7.6,High,Low,5,None,104,0
USR_02147,20,Male,3.5,High,High,5,High,226,0
USR_02148,27,Male,6.0,High,High,7,Low,121,0
USR_02149,32,Female,4.2,Low,Moderate,13,Moderate,27,0
USR_02150,32,Male,5.4,Low,Moderate,5,High,105,0
USR_02151,25,Male,2.0,Low,Moderate,6,None,32,0
USR_02152,32,Male,7.7,High,High,8,High,117,1
USR_02153,30,Male,3.4,Moderate,High,13,Low,121,1
USR_02154,27,Male,3.2,High,Moderate,6,Moderate,201,0
USR_02155,31,Male,10.7,High,Moderate,8,Low,168,0
USR_02156,34,Female,6.7,Low,High,6,Low,129,0
USR_02157,23,Female,7.6,High,Moderate,7,Moderate,58,0
USR_02158,32,Female,6.5,Moderate,High,4,None,179,0
USR_02159,20,Other,4.5,Moderate,Moderate,9,High,60,1
USR_02160,31,Male,2.6,None,High,7,Low,14,0
USR_02161,21,Female,4.8,Low,None,11,Moderate,137,0
USR_02162,23,Other,3.3,Low,Moderate,9,High,146,0
USR_02163,33,Male,3.5,Moderate,High,6,Moderate,156,1
USR_02164,27,Female,2.0,High,Moderate,11,Moderate,195,0
USR_02165,30,Male,5.8,High,Low,8,Low,32,1
USR_02166,24,Male,9.0,Moderate,Moderate,7,High,25,0
USR_02167,28,Male,6.7,Moderate,Low,5,High,236,0
USR_02168,30,Female,5.3,Moderate,High,7,High,80,0
USR_02169,25,Female,5.4,High,Low,5,High,24,0
USR_02170,31,Female,0.5,High,Moderate,6,High,194,0
USR_02171,22,Male,4.6,High,High,5,Moderate,119,0
USR_02172,32,Male,2.4,Moderate,Moderate,4,Moderate,100,0
USR_02173,22,Male,5.8,Moderate,None,6,Low,55,0
USR_02174,29,Male,4.9,Moderate,Low,5,Low,106,0
USR_02175,30,Female,3.6,High,Moderate,5,High,44,0
USR_02176,22,Male,5.7,High,High,9,High,238,1
USR_02177,24,Female,5.7,Low,Moderate,4,Low,89,0
USR_02178,34,Female,8.8,Low,High,9,Low,85,-1
USR_02179,31,Male,7.0,Moderate,High,9,Low,197,0
USR_02180,23,Female,6.0,Moderate,Moderate,8,Moderate,119,0
USR_02181,33,Male,3.4,High,Low,10,High,112,0
USR_02182,33,Male,3.1,Moderate,Moderate,5,Moderate,160,0
USR_02183,22,Male,6.8,Low,High,6,Low,186,1
USR_02184,18,Female,5.1,Moderate,Moderate,11,High,6,0
USR_02185,33,Male,6.0,Moderate,None,7,Moderate,213,0
USR_02186,25,Female,7.7,Moderate,Moderate,8,High,235,0
USR_02187,22,Female,2.2,Moderate,Moderate,8,Moderate,18,0
USR_02188,32,Male,8.6,Moderate,None,6,Moderate,18,0
USR_02189,29,Female,7.6,Moderate,Low,8,Moderate,48,0
USR_02190,18,Female,1.0,Moderate,High,5,Moderate,214,0
USR_02191,27,Male,10.7,High,High,8,Moderate,44,0
USR_02192,28,Male,6.2,None,None,10,None,38,0
USR_02193,17,Female,4.4,Low,Moderate,8,Moderate,239,0
USR_02194,18,Male,6.6,High,High,5,Low,69,-1
USR_02195,20,Female,3.3,Moderate,Moderate,10,High,238,0
USR_02196,26,Male,6.7,High,Moderate,4,Moderate,22,0
USR_02197,23,Male,3.8,High,None,6,High,116,1
USR_02198,27,Male,9.9,High,High,5,High,38,0
USR_02199,22,Male,5.6,Moderate,Moderate,9,High,91,0
USR_02200,30,Female,6.9,Low,Low,6,Moderate,181,0
USR_02201,32,Male,3.8,Moderate,High,7,Moderate,84,-1
USR_02202,19,Female,7.3,Moderate,High,6,Low,215,0
USR_02203,28,Female,5.5,High,None,5,Low,233,0
USR_02204,33,Female,2.4,High,Moderate,6,High,128,0
USR_02205,16,Female,5.0,High,Moderate,7,Low,187,0
USR_02206,31,Male,9.7,Low,Moderate,4,Moderate,66,0
USR_02207,28,Male,7.4,None,High,9,Low,132,0
USR_02208,25,Female,4.7,Moderate,None,4,Moderate,74,0
USR_02209,27,Male,1.4,Moderate,High,8,High,156,1
USR_02210,17,Female,3.7,None,Moderate,7,Moderate,213,0
USR_02211,18,Male,2.4,High,High,6,Moderate,52,0
USR_02212,25,Female,1.4,Low,High,7,None,84,1
USR_02213,17,Female,7.2,Moderate,Low,7,High,43,-1
USR_02214,28,Female,5.6,Moderate,Low,5,Moderate,180,1
USR_02215,28,Female,9.4,High,None,13,Moderate,237,0
USR_02216,33,Female,3.3,Moderate,Moderate,8,Moderate,74,0
USR_02217,18,Female,5.5,Low,Moderate,4,Low,84,0
USR_02218,22,Female,2.4,High,Moderate,3,Low,13,0
USR_02219,29,Male,4.2,Moderate,Low,6,Low,33,0
USR_02220,32,Male,5.0,High,Moderate,5,High,200,0
USR_02221,27,Male,4.7,Low,High,7,High,192,0
USR_02222,31,Female,5.6,Moderate,High,13,High,158,1
USR_02223,27,Male,7.6,Low,High,5,High,122,0
USR_02224,30,Female,7.4,High,Moderate,8,Moderate,170,0
USR_02225,25,Female,3.8,High,None,6,Moderate,66,0
USR_02226,22,Female,5.4,High,High,12,Low,158,1
USR_02227,20,Female,7.2,High,High,8,Moderate,146,0
USR_02228,16,Male,7.8,High,High,8,Moderate,231,1
USR_02229,32,Female,4.0,Moderate,Low,5,Moderate,181,0
USR_02230,18,Female,7.1,High,High,12,Moderate,47,0
USR_02231,28,Male,6.2,Moderate,High,5,Moderate,92,1
USR_02232,29,Male,3.2,High,High,5,High,12,0
USR_02233,33,Female,7.3,Moderate,Moderate,7,Low,172,0
USR_02234,19,Female,5.8,Moderate,Moderate,7,Low,29,0
USR_02235,33,Male,1.7,Moderate,Low,7,Low,195,0
USR_02236,20,Female,4.9,None,High,6,Moderate,136,0
USR_02237,31,Female,5.6,High,Moderate,7,Moderate,19,1
USR_02238,16,Male,4.2,High,High,6,Moderate,20,1
USR_02239,29,Other,8.2,High,High,7,High,58,0
USR_02240,30,Female,8.3,High,Moderate,14,Moderate,131,0
USR_02241,24,Female,4.7,Moderate,High,11,None,15,0
USR_02242,30,Female,4.4,Moderate,Moderate,10,High,32,1
USR_02243,32,Male,5.2,Moderate,High,9,Moderate,11,0
USR_02244,19,Male,5.1,High,High,12,Low,118,-1
USR_02245,27,Male,4.2,None,Low,5,Moderate,132,0
USR_02246,20,Male,0.5,None,Moderate,8,Moderate,42,0
USR_02247,20,Male,9.4,High,Moderate,8,Low,156,0
USR_02248,26,Female,5.5,High,Low,5,Moderate,227,0
USR_02249,21,Female,5.1,Low,Moderate,14,Low,72,0
USR_02250,22,Female,6.2,None,Low,9,High,41,0
USR_02251,29,Female,5.3,High,Moderate,8,Low,124,1
USR_02252,26,Female,4.6,High,High,12,High,39,-1
USR_02253,28,Male,3.3,None,High,16,High,138,0
USR_02254,17,Male,1.5,Moderate,Moderate,8,Moderate,114,0
USR_02255,22,Female,2.5,High,High,7,Moderate,165,0
USR_02256,19,Female,3.0,Moderate,High,7,Low,120,0
USR_02257,23,Male,6.9,None,High,8,High,228,0
USR_02258,34,Female,7.1,Low,High,9,Low,114,0
USR_02259,28,Male,3.6,Moderate,High,5,High,106,0
USR_02260,29,Female,0.5,Moderate,High,9,None,103,0
USR_02261,25,Female,5.5,High,High,7,Moderate,213,0
USR_02262,26,Female,4.6,Low,High,7,High,186,0
USR_02263,17,Other,4.5,High,Moderate,3,Low,228,0
USR_02264,24,Female,7.6,None,High,8,None,146,0
USR_02265,32,Female,5.8,High,Low,7,None,151,0
USR_02266,18,Female,3.4,Low,Low,7,High,220,0
USR_02267,21,Female,2.8,High,Moderate,11,Moderate,235,0
USR_02268,20,Female,4.9,Moderate,Moderate,7,Moderate,143,0
USR_02269,20,Male,3.5,High,High,10,Low,75,1
USR_02270,30,Male,5.3,Moderate,High,9,Moderate,177,0
USR_02271,32,Female,7.8,Low,None,12,Moderate,192,0
USR_02272,24,Male,2.5,Moderate,High,7,Low,92,0
USR_02273,18,Male,5.7,Moderate,None,8,Low,190,1
USR_02274,32,Other,7.5,High,Moderate,11,Low,92,0
USR_02275,25,Female,5.3,None,High,2,Low,82,0
USR_02276,18,Female,7.1,Moderate,Moderate,5,Moderate,156,0
USR_02277,33,Male,4.9,Moderate,Moderate,11,High,15,0
USR_02278,33,Male,5.9,Low,High,11,Low,204,0
USR_02279,32,Male,6.5,Moderate,High,9,Moderate,131,0
USR_02280,18,Male,4.2,High,Low,7,High,176,0
USR_02281,18,Male,9.9,Moderate,Moderate,6,Low,83,0
USR_02282,21,Male,6.8,Moderate,High,12,Low,238,0
USR_02283,28,Female,8.4,Low,High,11,None,198,0
USR_02284,30,Female,7.9,Low,Low,4,Moderate,220,-1
USR_02285,24,Male,6.2,High,Moderate,8,Moderate,177,0
USR_02286,19,Male,8.5,High,Moderate,4,None,78,0
USR_02287,29,Female,5.9,High,None,9,High,164,0
USR_02288,20,Male,3.9,High,High,9,Low,21,0
USR_02289,17,Female,5.5,Moderate,Moderate,6,None,186,0
USR_02290,26,Male,3.3,Low,Low,4,Moderate,142,0
USR_02291,24,Male,0.9,High,Low,9,None,218,0
USR_02292,18,Male,3.6,Moderate,High,6,Moderate,10,0
USR_02293,24,Male,5.7,None,High,3,High,223,0
USR_02294,18,Female,7.8,Low,Moderate,5,High,152,0
USR_02295,17,Female,3.6,Moderate,High,4,Low,5,0
USR_02296,27,Female,7.7,Low,None,14,High,68,0
USR_02297,25,Male,2.8,Moderate,High,6,Moderate,213,1
USR_02298,24,Female,3.5,High,High,4,High,5,0
USR_02299,30,Female,8.7,High,High,3,None,105,0
USR_02300,23,Female,5.6,High,Moderate,6,High,193,0
USR_02301,20,Male,5.1,High,Low,8,Moderate,211,1
USR_02302,26,Male,6.0,None,Moderate,6,Moderate,5,0
USR_02303,17,Female,2.8,Low,None,7,Low,213,0
USR_02304,30,Female,4.8,High,High,13,Moderate,178,0
USR_02305,21,Male,5.5,Moderate,High,12,None,113,0
USR_02306,23,Male,8.2,High,Low,7,Moderate,64,0
USR_02307,20,Female,1.8,Moderate,Low,6,High,47,0
USR_02308,31,Female,9.4,Low,Low,7,Moderate,176,0
USR_02309,33,Male,5.2,High,Low,13,Moderate,42,0
USR_02310,21,Female,3.1,High,High,6,Moderate,111,0
USR_02311,20,Female,2.7,Moderate,High,8,Low,6,0
USR_02312,31,Female,6.1,Moderate,None,4,Moderate,86,0
USR_02313,28,Female,2.5,High,High,7,High,144,0
USR_02314,20,Male,4.3,Moderate,Moderate,11,High,225,0
USR_02315,28,Female,5.0,Moderate,Moderate,6,None,155,0
USR_02316,32,Male,8.0,High,High,7,Low,115,0
USR_02317,33,Female,7.7,High,Low,7,High,13,-1
USR_02318,23,Female,4.1,High,High,8,High,140,0
USR_02319,28,Male,5.0,Low,Low,3,Moderate,182,0
USR_02320,34,Female,2.0,None,Moderate,12,Low,84,0
USR_02321,18,Other,1.0,Low,Moderate,7,High,66,0
USR_02322,23,Male,2.8,Moderate,Moderate,8,Moderate,27,0
USR_02323,17,Female,8.0,Moderate,High,5,High,97,0
USR_02324,23,Female,7.2,Moderate,Moderate,6,Low,63,0
USR_02325,28,Female,6.3,None,Moderate,6,High,14,0
USR_02326,28,Male,2.3,High,Moderate,7,High,144,0
USR_02327,16,Male,3.9,Moderate,High,7,Moderate,194,0
USR_02328,21,Male,3.6,Moderate,High,8,Moderate,129,0
USR_02329,34,Female,5.1,Moderate,High,5,Low,120,0
USR_02330,31,Male,5.0,High,Moderate,6,High,208,0
USR_02331,23,Female,3.3,Moderate,High,9,Moderate,162,0
USR_02332,16,Male,6.3,Low,Low,8,High,78,0
USR_02333,31,Female,6.0,Moderate,Moderate,14,Moderate,210,0
USR_02334,24,Male,3.9,Low,Low,5,High,200,0
USR_02335,28,Male,6.2,High,Low,9,High,179,0
USR_02336,26,Male,8.0,None,High,4,High,216,0
USR_02337,28,Male,8.6,Moderate,Low,8,Moderate,45,0
USR_02338,25,Female,6.6,Moderate,Moderate,8,Moderate,107,0
USR_02339,19,Female,6.5,High,Low,9,Moderate,11,0
USR_02340,21,Female,5.0,High,Low,9,Moderate,98,0
USR_02341,22,Female,7.8,Moderate,High,6,High,120,0
USR_02342,20,Female,3.1,High,Moderate,4,High,109,0
USR_02343,26,Female,7.5,Moderate,Moderate,3,High,220,0
USR_02344,28,Female,4.9,High,Moderate,8,High,206,0
USR_02345,34,Female,8.8,Low,High,6,High,56,0
USR_02346,25,Male,6.8,Low,High,8,High,49,0
USR_02347,25,Female,5.4,High,Moderate,12,Low,42,1
USR_02348,26,Male,5.0,Moderate,Moderate,3,Moderate,168,0
USR_02349,22,Female,6.7,Low,None,8,Moderate,85,0
USR_02350,33,Female,6.5,Moderate,Low,4,Low,89,0
USR_02351,19,Male,4.6,High,Moderate,10,None,62,0
USR_02352,17,Male,5.7,Moderate,High,10,Moderate,50,1
USR_02353,29,Female,7.5,High,High,9,Moderate,127,1
USR_02354,28,Female,2.5,High,Moderate,9,None,199,0
USR_02355,27,Male,7.1,High,Low,4,Low,197,0
USR_02356,22,Female,6.6,Moderate,Moderate,6,Low,150,0
USR_02357,17,Female,8.1,High,Moderate,8,Moderate,134,0
USR_02358,28,Female,3.9,None,Low,8,Moderate,108,0
USR_02359,29,Other,5.5,High,None,3,Moderate,116,0
