log_id,user_id,log_date,screen_time,unlocks,day_type
562828,2667,2025-12-15,8.3,74,Weekday
562829,2687,2026-02-05,7.6,59,Weekday
562830,3477,2026-01-13,10.3,72,Weekday
562831,2989,2026-02-09,4.8,58,Weekday
562832,2912,2026-02-08,9.0,55,Weekend
562833,2419,2026-02-18,8.6,72,Weekday
562834,1701,2026-02-21,14.4,76,Weekend
562835,1851,2026-01-03,4.2,61,Weekend
562836,1217,2026-01-30,7.1,53,Weekday
562837,1459,2026-01-05,5.9,58,Weekday
562838,2760,2026-02-28,2.1,56,Weekend
562839,2341,2026-01-10,7.3,66,Weekend
562840,2611,2025-12-27,0.5,70,Weekend
562841,2465,2025-12-23,4.9,60,Weekday
562842,3213,2025-12-12,2.9,61,Weekday
562843,2475,2025-12-12,3.7,68,Weekday
562844,3192,2026-01-20,6.0,75,Weekday
562845,1411,2026-02-01,5.5,60,Weekend
562846,2900,2026-02-24,15.0,51,Weekday
562847,1385,2026-01-15,3.8,65,Weekday
562848,2915,2026-02-28,2.7,62,Weekend
562849,1037,2026-01-18,11.6,49,Weekend
562850,3208,2026-01-21,6.5,61,Weekday
562851,3165,2025-12-27,4.4,74,Weekend
562852,2347,2025-12-14,9.1,57,Weekend
562853,1197,2025-12-24,2.9,63,Weekday
562854,2505,2026-02-21,10.8,68,Weekend
562855,3298,2026-02-28,5.5,77,Weekend
562856,2016,2026-01-01,4.7,57,Weekday
562857,1831,2026-02-15,2.5,65,Weekend
562858,2572,2026-02-08,3.7,74,Weekend
562859,1103,2026-01-24,8.6,75,Weekend
562860,3032,2026-02-16,7.4,71,Weekday
562861,2257,2025-12-26,5.1,69,Weekday
562862,3120,2026-02-12,5.0,66,Weekday
562863,3081,2026-01-30,6.8,62,Weekday
562864,2185,2026-01-08,2.4,68,Weekday
562865,1922,2025-12-05,5.7,63,Weekday
562866,1719,2025-12-27,5.6,72,Weekend
562867,2283,2026-02-19,3.3,71,Weekday
562868,1336,2026-01-10,8.4,59,Weekend
562869,2512,2026-02-03,7.0,62,Weekday
562870,2739,2026-02-07,4.4,56,Weekend
562871,1196,2025-12-09,2.2,62,Weekday
562872,1994,2025-12-19,7.6,71,Weekday
562873,1099,2026-02-03,5.7,70,Weekday
562874,3110,2026-01-13,3.0,59,Weekday
562875,2357,2026-01-01,7.8,69,Weekday
562876,2020,2026-02-27,4.1,64,Weekday
562877,3331,2026-01-09,8.9,75,Weekday
562878,2742,2026-01-06,4.5,70,Weekday
562879,1875,2026-02-07,3.9,71,Weekend
562880,2622,2026-01-02,4.0,80,Weekday
562881,1418,2026-01-28,7.6,65,Weekday
562882,2313,2025-12-26,6.9,69,Weekday
562883,2793,2026-01-12,10.4,58,Weekday
562884,1990,2026-01-18,3.6,62,Weekend
562885,3474,2026-01-23,10.6,76,Weekday
562886,1683,2026-02-23,8.8,72,Weekday
562887,1750,2025-12-25,9.6,67,Weekday
562888,2451,2026-01-17,8.4,53,Weekend
562889,1042,2026-01-27,10.6,57,Weekday
562890,3035,2025-12-22,11.0,78,Weekday
562891,2645,2026-02-19,7.1,53,Weekday
562892,1146,2025-12-30,7.5,57,Weekday
562893,1816,2026-02-14,10.9,64,Weekend
562894,3428,2026-02-12,5.3,53,Weekday
562895,2774,2026-02-20,5.8,78,Weekday
562896,2726,2026-01-08,10.1,62,Weekday
562897,2488,2026-02-11,4.8,59,Weekday
562898,1843,2025-12-02,5.4,52,Weekday
562899,2076,2025-12-05,4.8,63,Weekday
562900,1212,2026-02-22,4.6,75,Weekend
562901,2972,2026-02-15,4.2,65,Weekend
562902,3295,2026-01-04,2.8,77,Weekend
562903,2513,2026-02-11,7.8,81,Weekday
562904,2559,2026-01-18,5.2,73,Weekend
562905,1764,2026-02-25,5.5,65,Weekday
562906,3231,2026-02-27,6.2,78,Weekday
562907,1066,2026-01-28,5.9,59,Weekday
562908,3080,2025-12-10,8.8,69,Weekday
562909,2190,2026-01-22,8.0,84,Weekday
562910,3387,2026-03-01,9.7,65,Weekend
562911,2547,2026-02-15,10.6,53,Weekend
562912,2268,2025-12-23,8.0,70,Weekday
562913,2509,2026-02-17,1.9,71,Weekday
562914,1595,2026-02-11,5.9,50,Weekday
562915,1848,2026-02-12,4.9,74,Weekday
562916,3090,2026-01-09,6.0,81,Weekday
562917,2874,2026-02-04,4.6,53,Weekday
562918,1601,2026-01-04,14.3,70,Weekend
562919,3163,2025-12-27,0.7,69,Weekend
562920,1105,2025-12-06,7.7,77,Weekend
562921,1684,2026-02-26,6.9,66,Weekday
562922,2412,2025-12-11,9.7,67,Weekday
562923,3288,2026-02-10,8.9,55,Weekday
562924,1095,2026-01-27,7.3,46,Weekday
562925,1124,2026-02-13,9.4,71,Weekday
562926,1233,2025-12-11,4.2,67,Weekday
562927,1688,2025-12-07,6.6,79,Weekend
562928,1581,2026-01-26,5.1,58,Weekday
562929,3039,2025-12-03,7.6,74,Weekday
562930,2229,2025-12-15,8.6,70,Weekday
562931,3280,2026-02-12,4.8,68,Weekday
562932,1119,2025-12-19,14.4,68,Weekday
562933,1021,2026-02-14,12.0,61,Weekend
562934,2235,2026-02-20,10.0,73,Weekday
562935,2519,2025-12-28,8.3,60,Weekend
562936,1838,2025-12-06,6.8,53,Weekend
562937,3235,2026-01-24,5.9,64,Weekend
562938,1417,2026-02-21,7.8,73,Weekend
562939,1552,2026-01-23,9.5,67,Weekday
562940,2097,2025-12-02,14.4,66,Weekday
562941,1035,2026-02-19,13.1,64,Weekday
562942,2996,2026-01-09,7.1,52,Weekday
562943,2433,2026-01-20,4.4,66,Weekday
562944,1530,2025-12-20,5.5,67,Weekend
562945,2797,2026-01-14,7.8,59,Weekday
562946,1687,2026-01-03,6.5,70,Weekend
562947,2645,2026-02-02,8.8,55,Weekday
562948,2132,2025-12-31,6.9,70,Weekday
562949,3171,2025-12-30,3.5,54,Weekday
562950,2328,2025-12-09,4.7,53,Weekday
562951,3131,2026-01-14,9.0,48,Weekday
562952,1704,2026-01-05,10.3,63,Weekday
562953,1917,2026-01-27,7.7,77,Weekday
562954,3415,2025-12-15,7.7,70,Weekday
562955,3441,2026-01-07,11.7,68,Weekday
562956,3067,2026-01-10,9.6,73,Weekend
562957,2019,2026-01-25,9.8,62,Weekend
562958,3023,2026-01-02,4.2,69,Weekday
562959,2989,2025-12-11,1.3,71,Weekday
562960,2786,2026-01-24,9.7,64,Weekend
562961,3160,2025-12-09,5.5,58,Weekday
562962,2340,2025-12-24,13.5,60,Weekday
562963,3404,2026-01-28,9.2,51,Weekday
562964,1835,2026-02-09,8.8,50,Weekday
562965,1771,2026-01-17,6.2,56,Weekend
562966,2618,2025-12-22,8.6,58,Weekday
562967,3460,2025-12-06,5.0,61,Weekend
562968,3105,2026-01-07,7.0,65,Weekday
562969,2384,2026-02-08,8.4,60,Weekend
562970,1716,2026-02-09,7.0,64,Weekday
562971,1422,2025-12-06,6.8,70,Weekend
562972,2080,2026-01-23,7.6,65,Weekday
562973,1063,2025-12-02,9.8,62,Weekday
562974,3333,2026-01-19,2.8,70,Weekday
562975,3389,2026-02-01,8.8,73,Weekend
562976,2457,2026-02-15,8.0,60,Weekend
562977,1080,2026-01-18,6.8,63,Weekend
562978,3428,2026-02-06,6.1,70,Weekday
562979,1415,2026-01-19,3.6,94,Weekday
562980,3181,2026-01-24,5.4,73,Weekend
562981,1558,2025-12-07,4.5,74,Weekend
562982,1222,2026-01-25,6.3,58,Weekend
562983,3162,2026-01-28,10.1,49,Weekday
562984,3373,2025-12-02,5.5,71,Weekday
562985,3243,2025-12-11,5.0,75,Weekday
562986,2014,2026-02-13,2.6,60,Weekday
562987,2018,2025-12-09,4.2,75,Weekday
562988,3296,2026-02-15,2.3,62,Weekend
562989,1225,2026-01-22,4.0,64,Weekday
562990,3330,2025-12-26,7.9,56,Weekday
562991,3497,2026-01-04,8.4,64,Weekend
562992,2677,2026-02-27,3.5,62,Weekday
562993,1486,2025-12-02,2.9,53,Weekday
562994,2173,2026-02-07,4.8,75,Weekend
562995,3257,2026-02-16,8.9,73,Weekday
562996,1315,2025-12-24,4.9,68,Weekday
562997,2586,2025-12-12,6.7,55,Weekday
562998,1399,2025-12-20,7.6,76,Weekend
562999,2515,2026-02-08,5.6,63,Weekend
563000,2151,2025-12-20,5.1,70,Weekend
563001,1768,2025-12-04,5.5,78,Weekday
563002,2035,2026-01-17,7.2,52,Weekend
563003,1023,2026-01-24,7.7,63,Weekend
563004,3173,2026-01-18,11.9,70,Weekend
563005,1330,2025-12-07,4.7,56,Weekend
563006,2194,2025-12-06,7.2,66,Weekend
563007,1104,2026-01-31,10.3,62,Weekend
563008,3015,2026-01-19,6.7,72,Weekday
563009,2684,2026-01-21,8.1,62,Weekday
563010,3080,2026-01-29,8.2,51,Weekday
563011,2184,2026-01-25,7.3,59,Weekend
563012,2947,2026-02-13,7.5,73,Weekday
563013,2131,2026-02-01,6.6,57,Weekend
563014,3112,2026-01-09,8.5,66,Weekday
563015,2952,2025-12-07,4.8,80,Weekend
563016,2476,2025-12-23,6.4,64,Weekday
563017,3497,2026-02-26,8.8,51,Weekday
563018,2955,2025-12-16,8.9,60,Weekday
563019,1949,2025-12-08,6.7,57,Weekday
563020,1433,2025-12-05,5.2,62,Weekday
563021,2970,2026-02-04,9.2,80,Weekday
563022,1625,2026-01-15,9.7,53,Weekday
563023,1404,2025-12-21,6.9,69,Weekend
563024,2659,2025-12-03,11.2,77,Weekday
563025,1142,2025-12-04,4.1,78,Weekday
563026,1287,2026-01-26,3.4,63,Weekday
563027,1071,2026-01-18,5.5,52,Weekend
563028,1406,2026-02-19,3.8,54,Weekday
563029,2818,2026-01-21,3.7,64,Weekday
563030,1553,2025-12-13,2.5,62,Weekend
563031,2287,2025-12-27,8.4,63,Weekend
563032,1778,2026-01-19,8.8,66,Weekday
563033,2940,2026-01-05,9.5,80,Weekday
563034,2778,2026-01-28,11.7,76,Weekday
563035,2067,2025-12-23,6.3,60,Weekday
563036,1989,2025-12-31,6.7,51,Weekday
563037,1288,2026-02-20,7.9,58,Weekday
563038,3047,2025-12-07,2.5,70,Weekend
563039,1780,2026-01-31,10.8,67,Weekend
563040,1537,2025-12-31,6.2,64,Weekday
563041,1457,2025-12-13,8.1,67,Weekend
563042,2123,2026-01-20,4.8,60,Weekday
563043,2174,2026-02-22,2.9,56,Weekend
563044,2159,2025-12-24,8.4,70,Weekday
563045,2805,2026-02-11,7.9,73,Weekday
563046,2398,2026-01-09,6.7,66,Weekday
563047,2688,2026-01-19,8.4,78,Weekday
563048,3456,2025-12-09,7.3,65,Weekday
563049,2040,2026-02-26,4.7,54,Weekday
563050,1643,2026-01-08,7.0,79,Weekday
563051,1250,2026-01-04,7.7,71,Weekend
563052,2620,2025-12-27,2.2,60,Weekend
563053,2747,2025-12-10,7.5,53,Weekday
563054,1878,2026-02-06,7.7,60,Weekday
563055,1104,2025-12-06,9.9,68,Weekend
563056,2634,2026-02-25,6.0,72,Weekday
563057,2622,2025-12-17,5.4,64,Weekday
563058,1554,2026-02-27,4.5,63,Weekday
563059,2973,2026-02-21,4.9,71,Weekend
563060,2843,2025-12-14,7.4,72,Weekend
563061,1532,2026-03-01,7.4,66,Weekend
563062,1633,2026-01-04,4.8,71,Weekend
563063,1977,2026-03-01,10.1,58,Weekend
563064,1503,2026-01-19,9.1,55,Weekday
563065,2707,2026-01-17,7.9,66,Weekend
563066,3180,2026-01-14,9.4,76,Weekday
563067,1956,2025-12-10,7.5,72,Weekday
563068,2323,2026-01-03,7.2,64,Weekend
563069,1218,2026-02-19,4.6,62,Weekday
563070,2357,2026-02-13,8.8,62,Weekday
563071,1386,2025-12-09,5.4,79,Weekday
563072,1950,2025-12-10,10.0,53,Weekday
563073,1113,2026-01-20,11.8,89,Weekday
563074,1059,2025-12-05,7.0,71,Weekday
563075,1926,2026-02-22,5.9,60,Weekend
563076,1754,2025-12-28,9.0,91,Weekend
563077,3162,2026-01-16,8.8,76,Weekday
563078,1294,2026-01-30,6.9,62,Weekday
563079,2403,2026-02-03,8.8,76,Weekday
563080,1615,2026-01-16,8.5,66,Weekday
563081,2583,2026-01-09,7.6,71,Weekday
563082,3127,2026-02-08,9.7,70,Weekend
563083,2050,2026-02-24,2.8,61,Weekday
563084,2256,2026-01-24,9.9,63,Weekend
563085,1253,2025-12-13,2.4,73,Weekend
563086,2388,2026-02-16,6.3,60,Weekday
563087,2411,2025-12-19,8.2,60,Weekday
563088,3420,2025-12-11,8.3,50,Weekday
563089,1346,2025-12-21,5.4,48,Weekend
563090,2160,2026-01-04,14.3,56,Weekend
563091,1343,2025-12-05,13.5,82,Weekday
563092,3105,2026-01-10,5.8,55,Weekend
563093,1219,2026-01-17,7.3,63,Weekend
563094,2041,2026-02-04,5.6,76,Weekday
563095,3475,2026-02-20,3.7,52,Weekday
563096,1841,2025-12-28,5.0,59,Weekend
563097,2200,2026-01-21,8.6,71,Weekday
563098,2579,2026-02-10,5.3,55,Weekday
563099,2517,2026-02-22,4.3,67,Weekend
563100,1485,2026-01-29,7.6,59,Weekday
563101,2738,2025-12-13,1.5,64,Weekend
563102,1973,2026-01-30,7.2,69,Weekday
563103,2957,2025-12-29,6.2,69,Weekday
563104,1704,2026-02-27,10.5,69,Weekday
563105,1848,2025-12-16,7.1,90,Weekday
563106,2008,2026-01-19,9.0,56,Weekday
563107,1639,2025-12-04,6.8,82,Weekday
563108,1813,2025-12-20,7.6,65,Weekend
563109,2760,2025-12-26,6.3,53,Weekday
563110,3305,2025-12-09,6.3,70,Weekday
563111,3451,2025-12-09,9.6,66,Weekday
563112,2247,2026-01-03,7.3,75,Weekend
563113,1770,2026-02-09,4.2,58,Weekday
563114,1260,2026-02-02,6.4,62,Weekday
563115,2794,2026-01-06,10.6,80,Weekday
563116,1770,2026-02-25,5.5,65,Weekday
563117,3373,2026-02-13,6.3,73,Weekday
563118,1227,2026-01-10,5.8,57,Weekend
563119,1007,2026-02-07,5.9,69,Weekend
563120,1613,2026-01-26,9.2,52,Weekday
563121,3255,2025-12-30,7.2,63,Weekday
563122,2068,2025-12-26,9.8,48,Weekday
563123,1521,2025-12-21,1.2,74,Weekend
563124,3389,2025-12-20,7.9,61,Weekend
563125,3279,2025-12-13,5.0,71,Weekend
563126,2768,2026-01-04,5.1,69,Weekend
563127,2502,2026-02-24,4.1,64,Weekday
563128,2987,2026-02-04,6.7,64,Weekday
563129,2962,2025-12-25,0.6,65,Weekday
563130,2366,2025-12-09,6.9,73,Weekday
563131,3216,2026-01-25,5.6,61,Weekend
563132,3315,2026-01-29,3.9,62,Weekday
563133,1748,2025-12-23,9.0,60,Weekday
563134,2287,2025-12-21,8.1,68,Weekend
563135,1891,2025-12-21,4.2,66,Weekend
563136,1599,2025-12-31,8.8,65,Weekday
563137,3389,2026-01-05,7.8,69,Weekday
563138,1106,2026-02-05,6.0,63,Weekday
563139,1158,2026-01-21,0.5,70,Weekday
563140,3119,2026-01-06,6.6,75,Weekday
563141,1226,2026-01-18,8.1,75,Weekend
563142,1606,2026-02-16,3.7,62,Weekday
563143,2959,2026-01-24,8.2,71,Weekend
563144,1101,2026-01-26,2.6,67,Weekday
563145,2379,2026-01-31,10.5,55,Weekend
563146,2150,2026-01-06,2.4,65,Weekday
563147,2417,2026-01-29,2.0,69,Weekday
563148,1259,2026-01-20,5.7,69,Weekday
563149,1276,2026-02-19,5.0,64,Weekday
563150,1809,2025-12-13,7.7,58,Weekend
563151,1595,2025-12-14,1.0,71,Weekend
563152,1464,2025-12-18,5.3,75,Weekday
563153,3181,2026-02-27,7.2,66,Weekday
563154,2546,2026-01-10,3.0,69,Weekend
563155,2745,2025-12-18,6.9,67,Weekday
563156,3120,2025-12-28,4.9,56,Weekend
563157,1170,2026-02-01,6.0,62,Weekend
563158,1246,2025-12-23,3.4,61,Weekday
563159,1353,2026-02-02,3.6,70,Weekday
563160,3088,2025-12-13,7.9,63,Weekend
563161,3159,2026-02-10,4.5,81,Weekday
563162,2904,2026-01-28,10.5,60,Weekday
563163,1460,2025-12-29,9.2,60,Weekday
563164,3113,2026-02-16,1.9,59,Weekday
563165,2392,2026-02-02,8.3,55,Weekday
563166,1460,2025-12-29,3.6,51,Weekday
563167,1545,2026-01-15,7.7,70,Weekday
563168,2497,2026-01-14,10.2,71,Weekday
563169,1709,2025-12-11,9.4,62,Weekday
563170,3004,2025-12-27,9.1,67,Weekend
563171,1043,2026-02-11,0.5,65,Weekday
563172,2788,2025-12-30,2.8,64,Weekday
563173,2358,2026-01-20,4.8,77,Weekday
563174,2371,2026-03-01,9.5,64,Weekend
563175,2831,2025-12-30,6.0,65,Weekday
563176,2285,2026-02-15,1.1,64,Weekend
563177,1074,2025-12-27,8.5,62,Weekend
563178,2549,2026-02-04,2.8,75,Weekday
563179,2914,2025-12-19,8.2,78,Weekday
563180,1467,2026-01-19,4.0,72,Weekday
563181,1004,2025-12-05,4.8,75,Weekday
563182,3348,2025-12-16,7.7,76,Weekday
563183,2210,2026-01-18,8.2,70,Weekend
563184,2224,2026-01-03,5.1,70,Weekend
563185,2513,2026-03-01,8.7,76,Weekend
563186,1948,2025-12-21,4.8,73,Weekend
563187,3298,2026-01-28,6.6,60,Weekday
563188,1666,2026-01-29,7.6,75,Weekday
563189,1068,2026-02-16,5.1,55,Weekday
563190,2272,2026-02-03,9.0,79,Weekday
563191,1231,2026-02-05,2.9,58,Weekday
563192,2646,2026-01-26,8.0,53,Weekday
563193,3376,2026-02-10,9.5,59,Weekday
563194,2902,2026-02-06,5.8,62,Weekday
563195,1792,2026-01-25,5.3,56,Weekend
563196,2159,2026-01-23,7.2,54,Weekday
563197,2613,2026-01-21,10.3,63,Weekday
563198,1766,2026-02-20,7.0,69,Weekday
563199,2695,2026-01-06,5.4,54,Weekday
563200,2084,2026-02-15,8.6,72,Weekend
563201,1086,2025-12-21,10.2,53,Weekend
563202,3027,2026-01-11,6.9,79,Weekend
563203,2182,2026-01-03,7.8,68,Weekend
563204,3446,2026-01-30,1.8,70,Weekday
563205,2605,2026-02-02,6.8,61,Weekday
563206,2423,2026-02-22,7.5,52,Weekend
563207,3411,2026-02-11,6.9,65,Weekday
563208,1080,2025-12-03,0.9,57,Weekday
563209,3140,2026-02-02,4.0,70,Weekday
563210,1071,2026-02-12,3.5,58,Weekday
563211,2080,2026-01-03,9.5,51,Weekend
563212,2546,2025-12-29,6.5,58,Weekday
563213,2681,2025-12-05,8.8,52,Weekday
563214,2452,2026-01-20,4.2,54,Weekday
563215,1719,2025-12-21,6.1,60,Weekend
563216,2626,2026-03-01,8.2,74,Weekend
563217,3445,2026-02-17,5.0,73,Weekday
563218,3252,2026-01-12,10.4,70,Weekday
563219,1096,2026-02-05,8.9,69,Weekday
563220,2483,2026-01-27,6.8,71,Weekday
563221,1264,2025-12-05,7.8,59,Weekday
563222,1268,2025-12-18,7.2,68,Weekday
563223,1940,2026-02-07,10.7,83,Weekend
563224,1263,2026-01-21,10.4,57,Weekday
563225,2632,2025-12-05,8.9,60,Weekday
563226,1006,2025-12-11,8.4,62,Weekday
563227,1398,2025-12-29,3.8,68,Weekday
563228,1183,2026-02-13,7.4,63,Weekday
563229,3487,2026-01-05,3.3,71,Weekday
563230,2552,2026-02-28,4.6,68,Weekend
563231,1092,2026-02-09,6.8,89,Weekday
563232,2613,2026-01-24,5.6,71,Weekend
563233,3408,2025-12-15,6.9,80,Weekday
563234,1110,2026-02-27,10.9,57,Weekday
563235,2365,2025-12-05,4.1,49,Weekday
563236,1307,2026-02-28,6.3,62,Weekend
563237,1416,2026-01-05,6.0,78,Weekday
563238,1076,2026-01-09,10.0,64,Weekday
563239,1606,2026-02-11,8.1,68,Weekday
563240,2069,2026-02-20,8.5,65,Weekday
563241,2349,2025-12-30,14.0,63,Weekday
563242,3262,2026-01-20,7.6,60,Weekday
563243,1440,2025-12-12,4.2,56,Weekday
563244,1787,2026-02-11,5.1,64,Weekday
563245,1579,2026-01-07,5.0,75,Weekday
563246,2323,2025-12-27,6.1,59,Weekend
563247,2309,2026-01-24,7.9,51,Weekend
563248,2822,2025-12-28,1.8,52,Weekend
563249,1638,2026-02-18,3.3,62,Weekday
563250,2768,2025-12-21,9.3,73,Weekend
563251,2717,2026-02-13,6.1,73,Weekday
563252,1525,2025-12-06,7.2,73,Weekend
563253,2637,2025-12-28,9.8,48,Weekend
563254,3198,2025-12-27,4.1,63,Weekend
563255,2860,2025-12-16,7.0,68,Weekday
563256,1890,2025-12-26,7.8,72,Weekday
563257,2201,2025-12-19,6.3,66,Weekday
563258,2990,2025-12-24,8.0,66,Weekday
563259,2568,2026-01-16,5.8,67,Weekday
563260,1008,2026-01-01,7.2,75,Weekday
563261,2374,2026-01-25,8.1,72,Weekend
563262,1202,2026-02-04,9.1,62,Weekday
563263,3310,2025-12-28,5.3,63,Weekend
563264,2172,2025-12-16,2.9,73,Weekday
563265,2115,2026-02-04,6.4,76,Weekday
563266,1564,2025-12-15,4.7,61,Weekday
563267,1526,2026-02-03,5.1,73,Weekday
563268,2479,2026-01-16,8.0,82,Weekday
563269,2614,2025-12-03,8.6,61,Weekday
563270,1979,2026-01-06,3.6,52,Weekday
563271,1661,2026-01-11,5.5,63,Weekend
563272,3025,2025-12-21,1.8,67,Weekend
563273,2456,2025-12-20,5.3,71,Weekend
563274,1547,2026-01-18,7.7,56,Weekend
563275,1093,2025-12-12,5.3,54,Weekday
563276,1864,2026-02-01,8.9,64,Weekend
563277,1165,2026-02-01,9.5,62,Weekend
563278,2063,2026-02-04,10.8,72,Weekday
563279,2087,2025-12-16,10.5,60,Weekday
563280,2475,2025-12-03,8.9,62,Weekday
563281,2805,2026-02-05,7.6,64,Weekday
563282,2665,2026-02-09,9.2,48,Weekday
563283,2774,2026-01-29,5.4,61,Weekday
563284,3429,2026-01-02,3.4,63,Weekday
563285,3494,2025-12-10,6.1,90,Weekday
563286,1274,2025-12-19,9.5,68,Weekday
563287,3172,2026-02-08,3.2,70,Weekend
563288,1520,2026-02-25,6.8,51,Weekday
563289,2312,2025-12-09,7.7,65,Weekday
563290,2150,2026-01-17,6.3,61,Weekend
563291,3263,2026-02-17,9.3,48,Weekday
563292,2129,2026-01-29,9.4,72,Weekday
563293,2579,2026-02-06,6.1,59,Weekday
563294,3104,2025-12-26,5.2,70,Weekday
563295,1613,2026-01-19,1.7,74,Weekday
563296,1171,2026-02-28,8.7,80,Weekend
563297,2987,2026-01-17,0.6,63,Weekend
563298,1005,2025-12-06,9.6,78,Weekend
563299,2057,2025-12-30,13.3,71,Weekday
563300,1538,2025-12-24,3.4,64,Weekday
563301,2631,2025-12-14,5.9,62,Weekend
563302,2278,2026-02-14,8.0,71,Weekend
563303,1555,2026-01-18,7.2,69,Weekend
563304,1604,2026-02-20,6.4,65,Weekday
563305,1246,2026-01-03,6.8,75,Weekend
563306,1316,2026-01-15,3.8,60,Weekday
563307,2274,2026-02-08,4.9,59,Weekend
563308,1753,2025-12-06,6.7,65,Weekend
563309,2830,2026-01-31,1.4,67,Weekend
563310,3287,2026-02-19,9.7,66,Weekday
563311,1135,2025-12-08,6.0,61,Weekday
563312,3274,2026-01-19,5.9,56,Weekday
563313,1458,2025-12-02,7.6,60,Weekday
563314,2619,2025-12-27,3.4,70,Weekend
563315,2109,2025-12-15,6.1,56,Weekday
563316,2135,2026-01-11,11.3,55,Weekend
563317,1068,2026-01-10,8.5,76,Weekend
563318,2385,2026-02-08,11.1,53,Weekend
563319,3017,2026-01-17,9.5,69,Weekend
563320,1285,2026-01-07,7.9,70,Weekday
563321,2466,2025-12-22,4.9,68,Weekday
563322,3198,2026-01-04,5.1,65,Weekend
563323,2507,2026-01-26,5.7,52,Weekday
563324,1440,2026-02-26,5.5,64,Weekday
563325,1920,2025-12-07,9.5,62,Weekend
563326,2199,2026-03-01,7.2,66,Weekend
563327,2733,2026-01-03,7.7,58,Weekend
563328,2577,2025-12-14,9.0,62,Weekend
563329,1740,2026-01-13,4.9,67,Weekday
563330,1712,2026-02-26,7.3,60,Weekday
563331,2854,2026-01-04,7.6,70,Weekend
563332,3422,2025-12-22,5.7,61,Weekday
563333,3478,2026-01-29,4.9,61,Weekday
563334,2374,2026-02-07,6.7,65,Weekend
563335,2170,2026-02-25,4.5,70,Weekday
563336,2628,2026-01-26,10.3,61,Weekday
563337,3249,2026-02-23,5.6,70,Weekday
563338,2827,2026-02-21,6.1,68,Weekend
563339,2942,2026-01-23,7.2,68,Weekday
563340,3460,2025-12-08,4.1,49,Weekday
563341,1219,2026-02-21,12.8,65,Weekend
563342,2798,2026-02-07,4.3,59,Weekend
563343,1616,2026-02-12,5.1,68,Weekday
563344,1250,2026-01-25,10.3,55,Weekend
563345,2985,2026-01-23,7.2,53,Weekday
563346,1714,2026-02-10,8.4,76,Weekday
563347,3485,2026-02-02,6.0,70,Weekday
563348,1517,2026-02-21,7.5,58,Weekend
563349,2981,2026-01-02,8.6,53,Weekday
563350,1875,2026-02-17,8.6,63,Weekday
563351,1706,2025-12-27,7.2,65,Weekend
563352,2009,2026-01-22,7.5,70,Weekday
563353,3295,2026-01-15,2.3,60,Weekday
563354,2388,2025-12-03,6.8,65,Weekday
563355,2341,2026-01-04,12.0,50,Weekend
563356,1780,2026-02-22,4.5,66,Weekend
563357,2582,2026-01-04,4.6,65,Weekend
563358,1187,2025-12-25,3.6,65,Weekday
563359,1270,2025-12-26,7.8,63,Weekday
563360,2281,2026-02-28,8.4,88,Weekend
563361,1625,2026-01-09,0.5,53,Weekday
563362,2829,2026-01-03,8.1,72,Weekend
563363,2265,2026-02-25,6.8,70,Weekday
563364,3141,2025-12-28,8.7,75,Weekend
563365,1987,2025-12-28,4.9,70,Weekend
563366,1294,2026-01-29,7.5,67,Weekday
563367,1761,2026-01-11,8.9,75,Weekend
563368,2427,2026-02-21,8.1,55,Weekend
563369,3466,2025-12-11,10.9,65,Weekday
563370,3463,2026-01-25,12.3,63,Weekend
563371,2586,2026-02-03,8.6,77,Weekday
563372,3162,2026-01-19,4.6,61,Weekday
563373,1858,2026-01-07,2.4,57,Weekday
563374,2529,2026-02-08,9.2,61,Weekend
563375,1179,2026-02-19,2.4,81,Weekday
563376,1610,2026-01-28,6.2,72,Weekday
563377,1324,2026-01-07,5.6,63,Weekday
563378,1189,2026-01-02,5.6,80,Weekday
563379,1960,2025-12-29,5.4,55,Weekday
563380,2312,2026-01-04,4.9,63,Weekend
563381,2281,2026-02-01,10.8,74,Weekend
563382,1235,2026-02-07,9.2,66,Weekend
563383,2417,2025-12-20,5.3,54,Weekend
563384,1740,2026-01-18,6.8,48,Weekend
563385,1459,2026-01-20,4.2,66,Weekday
563386,1470,2026-01-20,3.3,60,Weekday
563387,3001,2025-12-23,7.3,74,Weekday
563388,1828,2025-12-24,8.2,81,Weekday
563389,1250,2026-02-27,7.7,60,Weekday
563390,2189,2026-01-30,3.4,70,Weekday
563391,2692,2026-01-31,6.9,58,Weekend
563392,2229,2026-02-06,3.9,54,Weekday
563393,2144,2025-12-06,4.9,67,Weekend
563394,1682,2025-12-31,3.8,77,Weekday
563395,2657,2025-12-10,8.0,66,Weekday
563396,1278,2026-02-17,5.6,63,Weekday
563397,2000,2026-02-04,9.1,61,Weekday
563398,2509,2025-12-12,7.2,69,Weekday
563399,2531,2026-02-02,10.7,62,Weekday
563400,2242,2026-02-23,0.5,62,Weekday
563401,1082,2025-12-16,7.5,67,Weekday
563402,1876,2026-01-28,11.3,69,Weekday
563403,1875,2026-01-04,8.6,65,Weekend
563404,2299,2025-12-28,10.8,62,Weekend
563405,1221,2026-02-22,4.8,54,Weekend
563406,2564,2026-01-05,7.2,87,Weekday
563407,1647,2025-12-21,6.5,64,Weekend
563408,3445,2025-12-09,4.5,65,Weekday
563409,2189,2026-01-16,2.4,62,Weekday
